date,average_sentiment,min_sentiment,max_sentiment,q1_sentiment,median_sentiment,q3_sentiment,total_runs,total_posts
2025-09-14,7.96673267029863,4.94756070445762,12.0024420327901,7.96673267029863,7.96673267029863,7.96673267029863,48,33689
2025-09-15,8.89874395513562,4.59722840707671,13.8742694612645,8.89874395513562,8.89874395513562,8.89874395513562,48,34640
2025-09-16,8.73487623099869,6.00220633687724,12.3009978906018,8.73487623099869,8.73487623099869,8.73487623099869,48,34226
2025-09-17,9.40630937273312,3.64768358151304,13.4286131491325,9.40630937273312,9.40630937273312,9.40630937273312,48,34932
2025-09-18,6.80289745940621,-1.32649419805416,11.0893787409348,6.80289745940621,6.80289745940621,6.80289745940621,48,32411
2025-09-19,9.49972203097789,5.58196002129706,14.2337109234452,9.49972203097789,9.49972203097789,9.49972203097789,48,32680
2025-09-20,9.34202128311112,5.06865204309492,12.9737129683924,9.34202128311112,9.34202128311112,9.34202128311112,48,34369
2025-09-21,9.725339884376,6.00889926407067,14.0400476267304,9.725339884376,9.725339884376,9.725339884376,48,37354
2025-09-22,9.40171451955666,-2.29024597684532,13.6011969799917,9.40171451955666,9.40171451955666,9.40171451955666,48,34847
2025-09-23,9.69365905119534,4.39767722311438,13.8962832565655,9.69365905119534,9.69365905119534,9.69365905119534,48,32855
2025-09-24,9.25609081444489,5.4431608046691,13.4738320558875,9.25609081444489,9.25609081444489,9.25609081444489,44,32782
2025-09-25,9.26374893685589,6.03221995428353,13.617052990357,9.26374893685589,9.26374893685589,9.26374893685589,48,34527
2025-09-26,9.63976611271464,5.33821784040839,13.8472593722497,9.63976611271464,9.63976611271464,9.63976611271464,48,33509
2025-09-27,9.70660960768907,5.72761279209475,15.2575062085139,9.70660960768907,9.70660960768907,9.70660960768907,48,35081
2025-09-28,9.42411736100208,5.0068843911364,13.1383589368512,9.42411736100208,9.42411736100208,9.42411736100208,48,34746
2025-09-29,9.45200301032875,5.58366172950657,14.1155185917352,9.45200301032875,9.45200301032875,9.45200301032875,48,34417
2025-09-30,8.25689331266035,4.36987911025347,13.3088850370597,8.25689331266035,8.25689331266035,8.25689331266035,48,34140
2025-10-01,9.03418136416887,4.96747440634784,12.4667440270939,9.03418136416887,9.03418136416887,9.03418136416887,48,32776
2025-10-02,9.18067829613775,5.21462843917858,12.3124175431022,9.18067829613775,9.18067829613775,9.18067829613775,48,35050
2025-10-03,9.06449930331228,4.69372368479782,13.9174361517188,9.06449930331228,9.06449930331228,9.06449930331228,48,35042
2025-10-04,9.71513847060262,5.25727702871701,15.6994436105321,9.71513847060262,9.71513847060262,9.71513847060262,48,34675
2025-10-05,9.3818421759691,5.45379134847535,13.6620526261456,9.3818421759691,9.3818421759691,9.3818421759691,48,35169
2025-10-06,9.31757894662292,4.69368987182531,12.4772284344374,9.31757894662292,9.31757894662292,9.31757894662292,48,36199
2025-10-07,9.14789910764734,5.71933025591646,13.020967324212,9.14789910764734,9.14789910764734,9.14789910764734,44,32783
2025-10-08,9.93257794035437,4.38316514047301,16.0038617426751,9.93257794035437,9.93257794035437,9.93257794035437,48,34869
2025-10-09,10.4282132748791,6.41052003689502,16.4720421074826,10.4282132748791,10.4282132748791,10.4282132748791,48,36863
2025-10-10,11.5745507119384,6.03568577252818,16.709505114565,11.5745507119384,11.5745507119384,11.5745507119384,48,35304
2025-10-11,10.7374804254274,6.49979646887444,16.3781736261231,10.7374804254274,10.7374804254274,10.7374804254274,48,36789
2025-10-12,11.0275783889393,5.68327872337879,16.4760510885569,11.0275783889393,11.0275783889393,11.0275783889393,48,36837
2025-10-13,11.0796890766202,8.22785437099886,16.1621224336973,11.0796890766202,11.0796890766202,11.0796890766202,48,36468
2025-10-14,11.12673493125,5.00149320496665,16.4804556116265,11.12673493125,11.12673493125,11.12673493125,48,36895
2025-10-15,10.4515301076932,5.59097852655536,17.7879527913032,10.4515301076932,10.4515301076932,10.4515301076932,47,33916
2025-10-16,10.6055606328175,6.55817276898896,17.2927498100184,10.6055606328175,10.6055606328175,10.6055606328175,48,35627
2025-10-17,10.445601094969,6.29459599510191,14.9438290099369,10.445601094969,10.445601094969,10.445601094969,48,34011
2025-10-18,11.1880729106391,7.00397669067634,14.7038490590264,11.1880729106391,11.1880729106391,11.1880729106391,48,36230
2025-10-19,10.2618405861967,5.55759501941985,15.4684567314472,10.2618405861967,10.2618405861967,10.2618405861967,48,37000
2025-10-20,9.5287851034345,6.10397912777708,15.9181821111395,9.5287851034345,9.5287851034345,9.5287851034345,48,36769
2025-10-21,9.13306714591669,3.52629796016974,13.5339382758586,9.13306714591669,9.13306714591669,9.13306714591669,48,34933
2025-10-22,8.70059846118386,3.52809857862032,12.068745890286,8.70059846118386,8.70059846118386,8.70059846118386,47,35044
2025-10-23,8.94719806153158,5.62916291065122,14.0399549933957,8.94719806153158,8.94719806153158,8.94719806153158,48,33175
2025-10-24,9.90873734525868,5.23416317619295,15.2981798627864,9.90873734525868,9.90873734525868,9.90873734525868,48,34946
2025-10-25,11.1301896276658,7.48980754748291,14.6514712141718,11.1301896276658,11.1301896276658,11.1301896276658,48,35203
2025-10-26,10.8684070766314,7.0783392343249,15.937076795945,10.8684070766314,10.8684070766314,10.8684070766314,48,35877
2025-10-27,10.5515260852502,6.07909415300433,13.4332186921444,10.5515260852502,10.5515260852502,10.5515260852502,48,36103
2025-10-28,9.75669496043473,3.74428948252069,14.6188785568287,9.75669496043473,9.75669496043473,9.75669496043473,48,33818
2025-10-29,9.97876345814818,6.14503462071945,13.8459269020538,9.97876345814818,9.97876345814818,9.97876345814818,48,35471
2025-10-30,9.73715279930694,5.47519862790353,13.4962889984872,9.73715279930694,9.73715279930694,9.73715279930694,48,35305
2025-10-31,10.9309099184169,7.08831971018336,16.4779467988759,10.9309099184169,10.9309099184169,10.9309099184169,48,35064
2025-11-01,11.2578047257779,0.0,22.3144157241282,11.2578047257779,11.2578047257779,11.2578047257779,29,20664
2025-11-02,10.8957011659083,9.48218272514593,12.4852328675117,10.8957011659083,10.8957011659083,10.8957011659083,23,196264
2025-11-03,9.89863793172016,7.18256216095068,12.0562262775418,9.89863793172016,9.89863793172016,9.89863793172016,32,335892
2025-11-04,9.65228339120169,4.06396107836574,12.4703939452504,9.65228339120169,9.65228339120169,9.65228339120169,48,422249
2025-11-05,12.1865029887626,7.0170244080777,15.3991620002241,12.1865029887626,12.1865029887626,12.1865029887626,48,396332
2025-11-06,11.3331506689071,9.22979340625299,14.638962950394,11.3331506689071,11.3331506689071,11.3331506689071,46,376218
2025-11-07,11.0118977173004,8.61629995935135,13.1601355030399,11.0118977173004,11.0118977173004,11.0118977173004,48,401249
2025-11-08,11.2281025389119,3.96637315065588,14.1923861169438,11.2281025389119,11.2281025389119,11.2281025389119,48,403028
2025-11-09,11.3536905034266,8.257942938898,14.4858347408888,11.3536905034266,11.3536905034266,11.3536905034266,48,431096
2025-11-10,9.13946211320191,4.40348867117481,12.5292261258063,9.13946211320191,9.13946211320191,9.13946211320191,48,421297
2025-11-11,10.8729431402237,8.80593369942738,17.302420726407,10.8729431402237,10.8729431402237,10.8729431402237,48,426690
2025-11-12,11.0211855291419,8.70132982494196,13.3149089207138,11.0211855291419,11.0211855291419,11.0211855291419,48,434067
2025-11-13,10.7181639235896,8.46095462770078,14.7107265785904,10.7181639235896,10.7181639235896,10.7181639235896,48,428433
2025-11-14,10.8700694416521,8.87970442006834,13.6626416405026,10.8700694416521,10.8700694416521,10.8700694416521,48,433803
2025-11-15,11.0098071208232,8.05358139399401,14.3617344748423,11.0098071208232,11.0098071208232,11.0098071208232,48,436624
2025-11-16,11.4207270592813,8.31952267583786,14.7282170300175,11.4207270592813,11.4207270592813,11.4207270592813,48,442251
2025-11-17,11.3292269290579,9.52260024457416,13.0676565300277,11.3292269290579,11.3292269290579,11.3292269290579,48,432107
2025-11-18,9.73067851822512,0.947401641746876,13.2863015007921,9.73067851822512,9.73067851822512,9.73067851822512,47,386210
2025-11-19,10.7285597260719,8.56555419000626,15.4336208521206,10.7285597260719,10.7285597260719,10.7285597260719,48,429982
2025-11-20,10.0032127722706,6.87865758708776,13.3650669018734,10.0032127722706,10.0032127722706,10.0032127722706,48,436344
2025-11-21,10.8506084210629,8.51660450033805,13.6109548868898,10.8506084210629,10.8506084210629,10.8506084210629,48,418935
2025-11-22,11.8684366185086,9.46831606013464,13.7092084627688,11.8684366185086,11.8684366185086,11.8684366185086,48,432203
2025-11-23,12.0130053671224,9.06936771030044,17.770135923983,12.0130053671224,12.0130053671224,12.0130053671224,48,444955
2025-11-24,11.4227083623499,8.36923777003534,13.7892328407656,11.4227083623499,11.4227083623499,11.4227083623499,48,425808
2025-11-25,11.4624935431422,8.43808539352404,18.4734851261358,11.4624935431422,11.4624935431422,11.4624935431422,48,431798
2025-11-26,11.4731325707247,7.95847378387052,14.3849369310335,11.4731325707247,11.4731325707247,11.4731325707247,48,427452
2025-11-27,13.2410359066023,9.69647471568467,18.9996741784265,13.2410359066023,13.2410359066023,13.2410359066023,48,425118
2025-11-28,11.4863011707995,8.90319751495711,13.5444864282274,11.4863011707995,11.4863011707995,11.4863011707995,48,421502
2025-11-29,10.9017281104663,5.10590859878745,13.9636337163034,10.9017281104663,10.9017281104663,10.9017281104663,48,422056
2025-11-30,11.5370651204723,8.81724281597556,14.172228171667,11.5370651204723,11.5370651204723,11.5370651204723,48,421477
2025-12-01,11.9361637115571,9.52938731381763,14.3711288377661,11.9361637115571,11.9361637115571,11.9361637115571,48,418699
2025-12-02,10.7206838044741,8.54580281377235,13.9323387165529,10.7206838044741,10.7206838044741,10.7206838044741,48,413985
2025-12-03,11.0968286357414,8.59787590723765,13.735134099369,11.0968286357414,11.0968286357414,11.0968286357414,48,418041
2025-12-04,11.187788391263,9.49714813623298,13.0195134312723,11.187788391263,11.187788391263,11.187788391263,48,432437
2025-12-05,11.6524047097767,9.41950941557495,14.7756034885184,11.6524047097767,11.6524047097767,11.6524047097767,48,430484
2025-12-06,12.1709557567287,9.40085060168981,13.9766794929072,12.1709557567287,12.1709557567287,12.1709557567287,48,420330
2025-12-07,12.2441735164271,8.60836369325155,14.7728332328413,12.2441735164271,12.2441735164271,12.2441735164271,48,431163
2025-12-08,11.9610211313622,8.57260678475248,15.2226297984094,11.9610211313622,11.9610211313622,11.9610211313622,48,415946
2025-12-09,11.5009383721505,8.79770294787629,13.6482404742411,11.5009383721505,11.5009383721505,11.5009383721505,48,433884
2025-12-10,10.6491412850285,8.15711218601032,13.0167230650908,10.6491412850285,10.6491412850285,10.6491412850285,48,427626
2025-12-11,11.0697289322044,8.87530497109777,13.1674042006179,11.0697289322044,11.0697289322044,11.0697289322044,48,419011
2025-12-12,12.1786729951303,9.84693633987789,14.1852608665775,12.1786729951303,12.1786729951303,12.1786729951303,48,414983
2025-12-13,12.7385024667178,10.7274792768107,15.2650971660197,12.7385024667178,12.7385024667178,12.7385024667178,48,432427
2025-12-14,11.5190952999436,9.49358888826581,13.5532179555497,11.5190952999436,11.5190952999436,11.5190952999436,48,420436
2025-12-15,9.56543745764473,3.58713637363178,14.2216139906024,9.56543745764473,9.56543745764473,9.56543745764473,48,432869
2025-12-16,10.3297705412348,3.74864453749483,13.5609970759815,10.3297705412348,10.3297705412348,10.3297705412348,48,386705
2025-12-17,11.2911015468727,8.40680083288704,18.0325420335189,11.2911015468727,11.2911015468727,11.2911015468727,42,331416
